del,id,tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet,stopped,stemmed_tweet,lemmatized_tweet,tweet_length,topic,sentiment_score,sentiment_category,polarity,subjectivity,polarity_class,subjectivity_class,combined_sentiment
10163,58293,@USER ....and about “Fast and Furious”,0,0,0,fast furious,fast furious,fast furious,fast furious,6,0,-0.5719,-1,0.2,0.6,1,Subjective,0
10167,71414,@USER America first #MAGA magic,0,0,0,america first magic,america first magic,america first magic,america first magic,5,2,0.0,0,0.375,0.666666667,1,Subjective,0
10179,88494,@USER He is a sick puppy. Normal teen boys dont attempt rape. It is predatory behavior. He prob did it more than once. This isnt isolated behavior.,1,0,0,sick puppy normal teen boys dont attempt rape predatory behavior prob isnt isolated behavior,sick puppy normal teen boys dont attempt rape predatory behavior prob isnt isolated behavior,sick puppi normal teen boy dont attempt rape predatori behavior prob isnt isol behavior,sick puppy normal teen boy dont attempt rape predatory behavior prob isnt isolated behavior,27,1,0.34,1,-0.188095238,0.502380952,-1,Subjective,-1
10191,17092,@USER sorry you are feeling sick hope you get better soon.,1,0,0,sorry feeling sick hope get better soon,sorry feeling sick hope get better soon,sorri feel sick hope get better soon,sorry feeling sick hope get better soon,11,2,0.4019,1,-0.238095238,0.785714286,-1,Subjective,-1
10199,64066,@USER She is a liar !  Doesn’t even remember all !  Says it right there !,1,2,1,liar even remember says right,liar even remember says right,liar even rememb say right,liar even remember say right,16,0,-0.5106,-1,0.285714286,0.535714286,1,Subjective,-1
10218,34316,@USER He is useless.   I hope he has plenty paper towels. Why can't he act like a grown up???,1,2,1,useless hope plenty paper towels act like grown,useless hope plenty paper towels act like grown,useless hope plenti paper towel act like grown,useless hope plenty paper towel act like grown,19,2,0.3818,1,-0.5,0.2,-1,Objective,0
10220,55536,@USER @USER You are not in touch with really.,0,0,0,touch really,touch really,touch realli,touch really,9,2,0.0,0,0.2,0.2,1,Objective,0
10233,27366,@USER This guy is absolutely not as slick as he thinks he is.,0,0,0,guy absolutely slick thinks,guy absolutely slick thinks,guy absolut slick think,guy absolutely slick think,13,2,0.0,0,-0.25,0.375,-1,Objective,0
10244,65454,@USER @USER You are absolutely right,0,0,0,absolutely right,absolutely right,absolut right,absolutely right,6,2,0.0,0,0.285714286,0.535714286,1,Subjective,0
10263,39133,@USER You think for your informatin. You are right.,0,0,0,think informatin right,think informatin right,think informatin right,think informatin right,9,2,0.0,0,0.285714286,0.535714286,1,Subjective,0
10332,99092,@USER @USER He should have started since game 1. But don't worry once he gets the start it will change the faith for the Browns. He is a winner!!! Nothing against current starter. But he is just a back up in the NFL.,0,0,0,started since game worry gets start change faith browns winner nothing current starter back nfl,started since game worry gets start change faith browns winner nothing current starter back nfl,start sinc game worri get start chang faith brown winner noth current starter back nfl,started since game worry get start change faith brown winner nothing current starter back nfl,43,0,0.5719,1,-0.133333333,0.266666667,-1,Objective,0
10333,24672,@USER @USER with this useless try hard comedian love preaching hate about @USER They have so much hate in them for a guy they loved before he was president. Maybe infatuated with the guy. She must dream about him.,0,0,0,useless try hard comedian love preaching hate much hate guy loved president maybe infatuated guy must dream,useless try hard comedian love preaching hate much hate guy loved president maybe infatuated guy must dream,useless tri hard comedian love preach hate much hate guy love presid mayb infatu guy must dream,useless try hard comedian love preaching hate much hate guy loved president maybe infatuated guy must dream,39,2,0.3182,1,-0.198809524,0.591666667,-1,Subjective,0
10357,40019,@USER How did you get to where you are while still being so profoundly ignorant?,1,2,1,get still profoundly ignorant,get still profoundly ignorant,get still profound ignor,get still profoundly ignorant,15,1,-0.2732,-1,0.083333333,1.0,1,Subjective,0
10365,68388,"@USER The Kavanaugh debacle has given me a great number of new accounts to mute on both the Maga side and the blue wave side. Seems nobody stops and thinks, Does this argument help my side, or harm it?""""",0,0,0,kavanaugh debacle given great number new accounts mute maga side blue wave side seems nobody stops thinks argument help side harm,kavanaugh debacle given great number new accounts mute maga side blue wave side seems nobody stops thinks argument help side harm,kavanaugh debacl given great number new account mute maga side blue wave side seem nobodi stop think argument help side harm,kavanaugh debacle given great number new account mute maga side blue wave side seems nobody stop think argument help side harm,39,2,-0.0258,0,0.312121212,0.434848485,1,Objective,0
10408,69245,You can draw a straight line btwn ppl who think:  @USER is truthful MSM lies #Kavanaugh is treated unfairly #CodyWilson was set up Zimmerman was right A wall is good Refugees are terrorists #BlackLivesMatter is racist Reverse racism is real Kap is disrespectful #MAGA,1,2,3,draw straight line btwn ppl think truthful msm lies treated unfairly set zimmerman right wall good refugees terrorists racist reverse racism real kap disrespectful,draw straight line btwn ppl think truthful msm lies treated unfairly set zimmerman right wall good refugees terrorists racist reverse racism real kap disrespectful,draw straight line btwn ppl think truth msm lie treat unfair set zimmerman right wall good refuge terrorist racist revers racism real kap disrespect,draw straight line btwn ppl think truthful msm lie treated unfairly set zimmerman right wall good refugee terrorist racist reverse racism real kap disrespectful,44,0,-0.7906,-1,0.230952381,0.555952381,1,Subjective,-1
10426,29236,@USER @USER WiiU is not even a real console.,0,0,0,wiiu even real console,wiiu even real console,wiiu even real consol,wiiu even real console,9,2,0.0,0,0.2,0.3,1,Objective,0
10427,58125,NEVER. STOP. WINNING.  #QAnon #MAGA #WWG1WGA #Winning  @USER @USER @USER @USER @USER @USER @USER URL,0,0,0,never stop winning ,never stop winning,never stop win,never stop winning,15,2,-0.2235,-1,0.5,0.75,1,Subjective,0
10444,48984,@USER @USER @USER @USER you are alienating your supporters #disgusted  URL,0,0,0,alienating supporters ,alienating supporters,alien support,alienating supporter,11,2,0.2732,1,-0.3,0.3,-1,Objective,0
10453,40470,@USER @USER Except for the little attempted rape thing he is just a wonderful guy,1,2,1,except little attempted rape thing wonderful guy,except little attempted rape thing wonderful guy,except littl attempt rape thing wonder guy,except little attempted rape thing wonderful guy,15,2,-0.1832,-1,0.40625,0.75,1,Subjective,-1
10488,48950,"@USER I read this as If you are a straight white male forget about being partnered.""""",0,0,0,read straight white male forget partnered,read straight white male forget partnered,read straight white male forget partner,read straight white male forget partnered,16,0,0.0,0,0.066666667,0.166666667,1,Objective,0
10491,16385,@USER @USER Markey issued a tweet then back to his nap. She can not think or react on the fly. She is a poor leader. No word from Baker yet.,1,0,0,markey issued tweet back nap think react fly poor leader word baker yet,markey issued tweet back nap think react fly poor leader word baker yet,markey issu tweet back nap think react fli poor leader word baker yet,markey issued tweet back nap think react fly poor leader word baker yet,30,1,-0.4767,-1,0.133333333,0.5,1,Objective,-1
10493,19303,"@USER Hallo please find the unroll here: Thread by @USER 1. Moore's failure to deal with the foul smear against him, is a good example of how the new rules could apply. The firs […]"" #FakeNews #MAGA URL See you soon. 🤖""",1,2,1,hallo please find unroll thread moore failure deal foul smear good example new rules could apply firs  see soon,hallo please find unroll thread moore failure deal foul smear good example new rules could apply firs see soon,hallo pleas find unrol thread moor failur deal foul smear good exampl new rule could appli fir see soon,hallo please find unroll thread moore failure deal foul smear good example new rule could apply fir see soon,42,0,-0.1531,-1,0.173232323,0.451515152,1,Objective,-1
10525,64439,&amp; could prove we're in opposite roles? THE DUALITY OF EVERYTHING. very scary. BUT i can't feed that thought rn).  need to think abt how grateful i am that she's saying these things bc it's finally getting to me that i can't keep caring abt her &amp; that she is not who i think she is,0,0,0,could prove opposite roles duality everything scary feed thought need think abt grateful saying things finally getting keep caring abt think,could prove opposite roles duality everything scary feed thought need think abt grateful saying things finally getting keep caring abt think,could prove opposit role dualiti everyth scari feed thought need think abt grate say thing final get keep care abt think,could prove opposite role duality everything scary feed thought need think abt grateful saying thing finally getting keep caring abt think,56,2,0.4588,1,-0.166666667,0.666666667,-1,Subjective,0
10539,45972,@USER @USER You are Incredible,0,0,0,incredible,incredible,incred,incredible,5,0,0.0,0,0.9,0.9,1,Subjective,0
10593,19123,@USER She is a Skrull. Enemy of The Kree. The Kree are who gave Carol her powers and whose uniform she is wearing in the first few moments of the trailer.,0,0,0,skrull enemy kree kree gave carol powers whose uniform wearing first moments trailer,skrull enemy kree kree gave carol powers whose uniform wearing first moments trailer,skrull enemi kree kree gave carol power whose uniform wear first moment trailer,skrull enemy kree kree gave carol power whose uniform wearing first moment trailer,31,1,-0.5423,-1,0.25,0.333333333,1,Objective,0
10597,42594,"@USER @USER Daniels said her job does not reflect her character, really. She is a cheap, sleezy porn lap dancer. The is no high road"" to take in that type of job""",1,2,1,daniels said job reflect character really cheap sleezy porn lap dancer high road take type job,daniels said job reflect character really cheap sleezy porn lap dancer high road take type job,daniel said job reflect charact realli cheap sleezi porn lap dancer high road take type job,daniel said job reflect character really cheap sleezy porn lap dancer high road take type job,32,1,0.0,0,0.28,0.62,1,Subjective,0
10601,62926,@USER @USER @USER @USER Tweet is directed at him.  I can care less about whatever it is he is blathering about.,1,2,1,tweet directed care less whatever blathering,tweet directed care less whatever blathering,tweet direct care less whatev blather,tweet directed care less whatever blathering,21,1,0.4939,1,-0.166666667,0.066666667,-1,Objective,-1
10616,84054,@USER @USER @USER Supporting an apartheid state which commits international war crimes. Shame on you.,1,2,2,supporting apartheid state commits international war crimes shame,supporting apartheid state commits international war crimes shame,support apartheid state commit intern war crime shame,supporting apartheid state commits international war crime shame,15,0,-0.8176,-1,0.125,0.125,1,Objective,0
